# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.099       0.19  De Bilt
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,20170326,   80
  260,20170327,   92
  260,20170328,  113
  260,20170329,  126
  260,20170330,  157
  260,20170331,  145
  260,20170401,  108
  260,20170402,  103
  260,20170403,   81
  260,20170404,   98
  260,20170405,   92
  260,20170406,   81
  260,20170407,  105
  260,20170408,   96
  260,20170409,  117
  260,20170410,   98
  260,20170411,   96
  260,20170412,   98
  260,20170413,   93
  260,20170414,   99
  260,20170415,   96
  260,20170416,   79
  260,20170417,   65
  260,20170418,   61
  260,20170419,   39
  260,20170420,   69
  260,20170421,  111
  260,20170422,   78
  260,20170423,   66
  260,20170424,   93
  260,20170425,   59
  260,20170426,   50
  260,20170427,   61
  260,20170428,   76
  260,20170429,   76
  260,20170430,  123
  260,20170501,  117
  260,20170502,  100
  260,20170503,  107
  260,20170504,  104
  260,20170505,   89
  260,20170506,  128
  260,20170507,  117
  260,20170508,   97
  260,20170509,   80
  260,20170510,   90
  260,20170511,  154
  260,20170512,  155
  260,20170513,  140
  260,20170514,  134
  260,20170515,  149
  260,20170516,  204
  260,20170517,  223
  260,20170518,  165
  260,20170519,  136
  260,20170520,  125
  260,20170521,  144
  260,20170522,  176
  260,20170523,  161
  260,20170524,  159
  260,20170525,  174
  260,20170526,  203
  260,20170527,  229
  260,20170528,  205
  260,20170529,  219
  260,20170530,  183
  260,20170531,  174
  260,20170601,  166
  260,20170602,  198
  260,20170603,  184
  260,20170604,  154
  260,20170605,  171
  260,20170606,  141
  260,20170607,  140
  260,20170608,  168
  260,20170609,  165
  260,20170610,  178
  260,20170611,  199
  260,20170612,  161
  260,20170613,  163
  260,20170614,  174
  260,20170615,  200
  260,20170616,  162
  260,20170617,  186
  260,20170618,  208
  260,20170619,  236
  260,20170620,  216
  260,20170621,  214
  260,20170622,  229
  260,20170623,  196
  260,20170624,  171
  260,20170625,  175
  260,20170626,  168
  260,20170627,  173
  260,20170628,  180
  260,20170629,  175
  260,20170630,  162
  260,20170701,  161
  260,20170702,  156
  260,20170703,  166
  260,20170704,  186
  260,20170705,  190
  260,20170706,  199
  260,20170707,  206
  260,20170708,  186
  260,20170709,  172
  260,20170710,  196
  260,20170711,  177
  260,20170712,  149
  260,20170713,  146
  260,20170714,  142
  260,20170715,  172
  260,20170716,  186
  260,20170717,  186
  260,20170718,  199
  260,20170719,  235
  260,20170720,  191
  260,20170721,  182
  260,20170722,  194
  260,20170723,  160
  260,20170724,  161
  260,20170725,  167
  260,20170726,  190
  260,20170727,  185
  260,20170728,  172
  260,20170729,  182
  260,20170730,  188
  260,20170731,  181
  260,20170801,  178
  260,20170802,  176
  260,20170803,  190
  260,20170804,  183
  260,20170805,  159
  260,20170806,  158
  260,20170807,  168
  260,20170808,  162
  260,20170809,  167
  260,20170810,  157
  260,20170811,  167
  260,20170812,  168
  260,20170813,  162
  260,20170814,  179
  260,20170815,  179
  260,20170816,  176
  260,20170817,  173
  260,20170818,  169
  260,20170819,  154
  260,20170820,  158
  260,20170821,  159
  260,20170822,  182
  260,20170823,  196
  260,20170824,  179
  260,20170825,  169
  260,20170826,  182
  260,20170827,  178
  260,20170828,  187
  260,20170829,  210
  260,20170830,  178
  260,20170831,  144
  260,20170901,  147
  260,20170902,  133
  260,20170903,  130
  260,20170904,  158
  260,20170905,  186
  260,20170906,  159
  260,20170907,  156
  260,20170908,  151
  260,20170909,  132
  260,20170910,  139
  260,20170911,  141
  260,20170912,  146
  260,20170913,  141
  260,20170914,  117
  260,20170915,  125
  260,20170916,  106
  260,20170917,  108
  260,20170918,  120
  260,20170919,  120
  260,20170920,  135
  260,20170921,  134
  260,20170922,  119
  260,20170923,  109
  260,20170924,  121
  260,20170925,  142
  260,20170926,  132
  260,20170927,  136
  260,20170928,  158
  260,20170929,  171
  260,20170930,  131
  260,20171001,  141
  260,20171002,  156
  260,20171003,  136
  260,20171004,  130
  260,20171005,  129
  260,20171006,  116
  260,20171007,  122
  260,20171008,  121
  260,20171009,  121
  260,20171010,  143
  260,20171011,  148
  260,20171012,  134
  260,20171013,  153
  260,20171014,  148
  260,20171015,  158
  260,20171016,  186
  260,20171017,  129
  260,20171018,  137
  260,20171019,  157
  260,20171020,  137
  260,20171021,  132
  260,20171022,  108
  260,20171023,  126
  260,20171024,  153
  260,20171025,  142
  260,20171026,  140
  260,20171027,  118
  260,20171028,  124
  260,20171029,  107
  260,20171030,   83
  260,20171031,  101
  260,20171101,  112
  260,20171102,   98
  260,20171103,   88
  260,20171104,  106
  260,20171105,   78
  260,20171106,   48
  260,20171107,   33
  260,20171108,   59
  260,20171109,   87
  260,20171110,   92
  260,20171111,   66
  260,20171112,   52
  260,20171113,   62
  260,20171114,   77
  260,20171115,   94
  260,20171116,   93
  260,20171117,   56
  260,20171118,   69
  260,20171119,   67
  260,20171120,   78
  260,20171121,  115
  260,20171122,  114
  260,20171123,  111
  260,20171124,   69
  260,20171125,   37
  260,20171126,   53
  260,20171127,   67
  260,20171128,   54
  260,20171129,   29
  260,20171130,   15
  260,20171201,    0
  260,20171202,   -4
  260,20171203,   37
  260,20171204,   70
  260,20171205,   76
  260,20171206,   80
  260,20171207,   59
  260,20171208,   26
  260,20171209,   21
  260,20171210,   11
  260,20171211,   -1
  260,20171212,   18
  260,20171213,   40
  260,20171214,   33
  260,20171215,   26
  260,20171216,   27
  260,20171217,   25
  260,20171218,   59
  260,20171219,   52
  260,20171220,   75
  260,20171221,   84
  260,20171222,   86
  260,20171223,   87
  260,20171224,   82
  260,20171225,   74
  260,20171226,   58
  260,20171227,   51
  260,20171228,   39
  260,20171229,   28
  260,20171230,   88
  260,20171231,  106
